Name,Genre,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
Pong,Puzzle,PSN,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2011
Poptropica,Misc,DS,Ubisoft,Unknown,,,,,,,,,2012
Portal 1 & 2 Pack,Misc,X360,Atari,Unknown,,,,,,,,,2013
Prey 2,Shooter,PS3,Bethesda Softworks,Human Head Studios,,,,,,,,,2020
Prey 2,Shooter,X360,Bethesda Softworks,Human Head Studios,,,,,,,,,2020
Prey 2,Shooter,PC,Bethesda Softworks,Human Head Studios,,,,,,,,,2020
Pridefest,Simulation,And,Atari,Atari,,,,,,,,,2015
Prince of Persia,Adventure,PSN,Ubisoft,Ubisoft Montreal,8.6,,,,,,,,2011
Prince of Persia Trilogy,Action,PSN,Ubisoft,Ubisoft,,,,,,,,,2011
Prince of Persia: The Shadow and The Flame,Misc,And,Ubisoft,Unknown,,,,,,,,,2013
Pro Yakyuu Spirits 2011,Sports,PSN,Konami,Konami,,,,,,,,,2011
Project Giant Robot,Fighting,WiiU,Nintendo,Nintendo,,,,,,,,,2019
Puddle,Puzzle,XBL,Konami,Neko Entertainment,,,,,,,,,2012
Pure,Racing,XBL,Disney Interactive Studios,Black Rock Studio,,,,,,,,,2011
Pure,Racing,PSN,Disney Interactive Studios,Black Rock Studio,,,,,,,,,2011
Pure Futbol,Sports,XBL,Ubisoft,Action Pants Inc.,3.8,,,,,,,,2011
Pushmo,Puzzle,3DS,Nintendo,Intelligent Systems,,,,,,,,,2011
Pushmo World,Puzzle,WiiU,Nintendo,Intelligent Systems,,,,,,,,,2014
Puyo Puyo (Arcade),Puzzle,VC,Sega,Compile,,,,,,,,,2011
Puyo Puyo Tetris,Puzzle,XOne,Sega,Sonic Team,,,,,,,,,2014
Puyo Puyo Tsuu (Arcade),Puzzle,VC,Sega,Compile,,,,,,,,,2011
Puyo Puyo!! 20th Anniversary,Puzzle,Wii,Sega,Sonic Team,,,,,,,,,2011
Puyo Puyo!! 20th Anniversary,Puzzle,PSP,Sega,Sonic Team,,,,,,,,,2011
Puzzle & Dragons Z,Puzzle,3DS,Nintendo,GungHo Online Entertainment,,,,,,,,,2015
Qix,Puzzle,3DS,Nintendo,Minakuchi Engineering,,,,,,,,,2011
Quantum Conundrum,Misc,X360,Square Enix,Unknown,,,,,,,,,2012
R.U.S.E.,Strategy,XBL,Ubisoft,Eugen Systems,8,,,,,,,,2011
R.U.S.E. - The Chimera Pack,Strategy,PC,Ubisoft,Eugen Systems,,,,,,,,,2011
R.U.S.E. - The Chimera Pack,Strategy,XBL,Ubisoft,Eugen Systems,,,,,,,,,2011
R.U.S.E. - The Chimera Pack,Strategy,PSN,Ubisoft,Eugen Systems,,,,,,,,,2011
R4: Ridge Racer Type 4,Racing,PSN,Sony Computer Entertainment,Namco,,,,,,,,,2011
Rabbids Big Bang,Misc,And,Ubisoft,Unknown,,,,,,,,,2013
Rabbids Rumble,Misc,3DS,Ubisoft,Unknown,,,,,,,,,2012
Radar Mission,Misc,3DS,Nintendo,Nintendo R&D1,,,,,,,,,2011
Rapala Tournament Fishing!,Sports,XBL,Activision,FUN Labs,,,,,,,,,2011
Ratchet & Clank: Going Commando,Misc,PS3,Sony Computer Entertainment,Unknown,,,,,,,,,2012
Rayman Fiesta Run,Misc,And,Ubisoft,Unknown,,,,,,,,,2013
Real Racing 3,Misc,And,Electronic Arts,Unknown,,,,,,,,,2013
Red Faction: Armageddon,Shooter,PSN,THQ,Volition Inc.,,,,,,,,,2011
Red Faction: Armageddon - Path to War,Shooter,PC,THQ,Volition Inc.,,,,,,,,,2011
Red Faction: Armageddon - Path to War,Shooter,PSN,THQ,Volition Inc.,,,,,,,,,2011
Red Faction: Armageddon - Path to War,Shooter,XBL,THQ,Volition Inc.,,,,,,,,,2011
Red Faction: Battlegrounds,Action,PSN,THQ,THQ,4.9,,,,,,,,2011
Red Faction: Battlegrounds,Action,XBL,THQ,THQ,5.4,,,,,,,,2011
Reel Fishing II,Sports,PSN,Sony Computer Entertainment,Open Sesame,,,,,,,,,2011
Reloaded,Action,PSN,Sony Computer Entertainment,Gremlin Interactive,,,,,,,,,2011
Renegade Ops,Shooter,PSN,Sega,Avalanche Studios,8.4,,,,,,,,2011
Renegade Ops,Shooter,XBL,Sega,Avalanche Studios,10,,,,,,,,2011
Renegade Ops,Shooter,PC,Sega,Avalanche Studios,7.5,,,,,,,,2011
Resident Evil (Remake),Action,PS3,Capcom,Capcom,,,,,,,,,2014
Resident Evil 4,Misc,X360,Capcom,Unknown,,,,,,,,,2011
Resident Evil 4,Misc,PS3,Capcom,Unknown,,,,,,,,,2011
Resident Evil 4 HD,Action,PSN,Capcom,Capcom,8.4,,,,,,,,2011
Resident Evil 4 HD,Action,XBL,Capcom,Capcom,8.4,,,,,,,,2011
Resident Evil 5: Gold Edition,Action,PSN,Capcom,Capcom,,,,,,,,,2011
Resident Evil Zero,Action-Adventure,X360,Capcom,Capcom,,,,,,,,,2016
Resident Evil: Code Veronica X HD,Action,PSN,Capcom,Capcom,,,,,,,,,2011
Resident Evil: Code Veronica X HD,Action,XBL,Capcom,Capcom,8.5,,,,,,,,2011
Resident Evil: The Umbrella Chronicles,Action,PS3,Capcom,Cavia Inc.,,,,,,,,,2012
RESOGUN,Shooter,PS4,Sony Computer Entertainment,Housemarque,8.4,,,,,,,,2013
RESOGUN,Shooter,PS3,Sony Computer Entertainment,Climax Studios,,,,,,,,,2014
RESOGUN,Shooter,PSV,Sony Computer Entertainment,Climax Studios,,,,,,,,,2014
RHYTHM THIEF & the Paris Caper,Misc,PC,Sega,Unknown,,,,,,,,,2013
Ring of Red,Strategy,PSN,Konami,Konami,8,,,,,,,,2011
RockMan 4: Aratanaru Yabou!!,Platform,PSN,Capcom,Capcom,,,,,,,,,2011
Rocksmith 2014,Music,OSX,Ubisoft,Ubisoft San Francisco,9,,,,,,,,2013
Rocksmith 2014 Edition Remastered,Music,PC,Ubisoft,Ubisoft,,,,,,,,,2016
Romance of the Three Kingdoms IV: Wall of Fire,Strategy,PSN,Sony Computer Entertainment,Koei/Inis,,,,,,,,,2011
Rudra no Hihou,Role-Playing,VC,Square Enix,SquareSoft,,,,,,,,,2011
Run Sackboy! Run!,Platform,PSV,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2015
Run Sackboy! Run!,Platform,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2015
Run Sackboy! Run!,Platform,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2014
Rush'n Attack: Ex-Patriot,Platform,PSN,Konami,Vatra Games,4.9,,,,,,,,2011
Rush'n Attack: Ex-Patriot,Platform,XBL,Konami,Vatra Games,4.9,,,,,,,,2011
Rusty's Real Deal Baseball,Sports,3DS,Nintendo,Nintendo,,,,,,,,,2014
SaGa 2015,Role-Playing,PSV,Square Enix,Square Enix,,,,,,,,,2016
Saints Row 2,Action,PSN,THQ,Volition Inc.,8.3,,,,,,,,2011
Saiyuki: Journey West,Strategy,PSN,Sony Computer Entertainment,Koei,,,,,,,,,2011
Sakura Samurai: Art of the Sword,Action,3DS,Nintendo,Nintendo,,,,,,,,,2012
Satazius,Misc,PC,Capcom,Unknown,,,,,,,,,2011
Scarygirl,Action,PS3,Square Enix,TikGames,,,,,,,,,2012
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,Adventure,PC,Warner Bros. Interactive Entertainment,WayForward Technologies,,,,,,,,,2014
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,Adventure,3DS,Warner Bros. Interactive Entertainment,WayForward Technologies,,,,,,,,,2014
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,Misc,XOne,Ubisoft,Unknown,,,,,,,,,2013
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,Misc,And,Ubisoft,Unknown,,,,,,,,,2013
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,Misc,DS,Ubisoft,Unknown,,,,,,,,,2014
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,Misc,Linux,Ubisoft,Unknown,,,,,,,,,2014
Sega Bass Fishing,Sports,XBL,Sega,SIMS,,,,,,,,,2011
Sega Genesis Classic Collection: Gold Edition,Misc,PC,Sega,Sega,,,,,,,,,2011
SEGA Rally Online Arcade,Racing,PSN,Sega,Sumo Digital,,,,,,,,,2011
SEGA Rally Online Arcade,Racing,X360,Sega,Sumo Digital,,,,,,,,,2011
Sengoku Basara 3 Double Pack,Misc,PS3,Capcom,Unknown,,,,,,,,,2012
Senjou no Valkyria 3: Extra Edition,Role-Playing,PSP,Sega,Sega,,,,,,,,,2011
Senjou no Valkyria 3: Extra Edition,Role-Playing,PSN,Sega,Sega,,,,,,,,,2011
Senritsu no Stratus,Role-Playing,PSN,Konami,Nude Maker,,,,,,,,,2011
Shadow Realms,Role-Playing,PC,Electronic Arts,BioWare Corp.,,,,,,,,,2016
Shank 2,Action,PC,Electronic Arts,Klei Entertainment,,,,,,,,,2012
Shank 2,Action,PS3,Electronic Arts,Klei Entertainment,,,,,,,,,2012
Shank 2,Action,X360,Electronic Arts,Klei Entertainment,,,,,,,,,2012
Shaun White Skateboarding,Sports,XBL,Ubisoft,Ubisoft Montreal,6.1,,,,,,,,2011
Shining Force II,Strategy,PC,Sega,Sega,,,,,,,,,2011
Shining Force: The Legacy of Great Intention,Strategy,PC,Sega,Sega,,,,,,,,,2011
Shining in the Darkness,Platform,PC,Sega,Sega,,,,,,,,,2011
Shogun 2: Total War - Sengoku Jidai Unit Pack,Strategy,PC,Sega,Creative Assembly,,,,,,,,,2011
Shogun 2: Total War - The Ikko Ikki Clan Pack,Strategy,PC,Sega,Creative Assembly,,,,,,,,,2011
ShootMania Storm,Misc,PC,Ubisoft,Unknown,,,,,,,,,2013
Silent Hunter Online,Strategy,PC,Ubisoft,Blue Byte,,,,,,,,,2020
SimCity BuildIt,Simulation,And,Electronic Arts,Electronic Arts,,,,,,,,,2014
Sly 3: Honor Among Thieves,Platform,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,,,,,,2011
Sly Cooper and the Thievius Racconus,Platform,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,,,,,,2011
Sly Cooper Collection,Action,PSV,Sony Computer Entertainment,Sanzaru Games,,,,,,,,,2014
Sonic & All-Stars Racing Transformed,Misc,PC,Sega,Unknown,,,,,,,,,2013
Sonic & All-Stars Racing Transformed,Misc,PSV,Sega,Unknown,,,,,,,,,2012
Sonic & All-Stars Racing Transformed,Misc,PS3,Sega,Unknown,,,,,,,,,2012
Sonic 3 & Knuckles,Platform,PC,Sega,Sega,,,,,,,,,2011
Sonic Adventure 2,Platform,X360,Sega,Sonic Team,,,,,,,,,2012
Sonic Adventure 2,Platform,PS3,Sega,Sonic Team,,,,,,,,,2012
Sonic CD,Platform,XBL,Sega,Sonic Team,,,,,,,,,2011
Sonic Dash,Misc,And,Sega,Unknown,,,,,,,,,2013
Sonic Dash 2: Sonic Boom,Action,And,Sega,Sega,,,,,,,,,2015
Sonic Forces,Platform,PC,Sega,Sonic Team,,,,,,,,,2018
Sonic the Hedgehog,Platform,PSN,Sega,Sonic Team,,,,,,,,,2011
Sonic the Hedgehog 2,Platform,PSN,Sega,Sonic Team,,,,,,,,,2011
Sonic the Hedgehog 2,Platform,PC,Sega,Sega,,,,,,,,,2011
Sonic The Hedgehog 4 Episode I,Misc,And,Sega,Unknown,,,,,,,,,2012
Sonic the Hedgehog 4: Episode 2,Platform,PSN,Sega,Dimps Corporation,,,,,,,,,2012
Sonic the Hedgehog 4: Episode 2,Platform,XBL,Sega,Dimps Corporation,,,,,,,,,2012
Sonic the Hedgehog 4: Episode 2,Misc,And,Sega,Unknown,,,,,,,,,2012
Sound Shapes,Misc,PSV,Sony Computer Entertainment,Queasy Games,,,,,,,,,2012
Sound Shapes,Misc,PS3,Sony Computer Entertainment,Queasy Games,,,,,,,,,2012
Sound Shapes,Misc,PS4,Sony Computer Entertainment,Queasy Games,,,,,,,,,2013
Space Channel 5 Part 2,Misc,PSN,Sega,United Game Artists,,,,,,,,,2011
Space Channel 5 Part 2,Misc,XBL,Sega,United Game Artists,,,,,,,,,2011
Spare Parts,Platform,PSN,Electronic Arts,EA Bright Light,,,,,,,,,2011
Spare Parts,Platform,XBL,Electronic Arts,EA Bright Light,,,,,,,,,2011
Spartacus Legends,Misc,PS3,Ubisoft,Unknown,,,,,,,,,2013
Spartacus Legends,Misc,X360,Ubisoft,Unknown,,,,,,,,,2013
Spiral Knights,Role-Playing,PC,Sega,Three Rings,8,,,,,,,,2011
SpongeBob SquarePants: Plankton's Robotic Revenge,Action-Adventure,DS,Activision,Engine Software,,,,,,,,,2013
SpongeBob SquarePants: Plankton's Robotic Revenge,Action-Adventure,Wii,Activision,Behaviour Interactive Inc.,,,,,,,,,2013
SpongeBob SquarePants: Plankton's Robotic Revenge,Action-Adventure,PS3,Activision,Behaviour Interactive Inc.,,,,,,,,,2013
"Sprint, Yankee Soul",Action,And,Square Enix,Square Enix,,,,,,,,,2014
SSX On Tour,Sports,PSN,Electronic Arts,EA Canada,8.1,,,,,,,,2011
Stacking,Puzzle,PSN,THQ,Double Fine Productions,8.4,,,,,,,,2011
Stacking,Puzzle,XBL,THQ,Double Fine Productions,8.3,,,,,,,,2011
Stacking: The Lost Hobo King,Puzzle,PSN,THQ,Double Fine Productions,,,,,,,,,2011
Stacking: The Lost Hobo King,Puzzle,XBL,THQ,Double Fine Productions,,,,,,,,,2011
Star Gladiator Episode: I Final Crusade,Fighting,PSN,Capcom,Capcom,,,,,,,,,2011
Star Ocean: Till The End of Time,Role-Playing,PS4,Square Enix,tri-Ace,,,,,,,,,2017
Star Raiders,Simulation,PC,Atari,Incinerator Studios,,,,,,,,,2011
Star Raiders,Simulation,XBL,Atari,Incinerator Studios,,,,,,,,,2011
Star Raiders,Simulation,PSN,Atari,Incinerator Studios,,,,,,,,,2011
Star Trek: Bridge Crew,Action,PC,Ubisoft,Red Storm Entertainment,,,,,,,,,2016
Star Wars: 1313,Misc,X360,LucasArts,Unknown,,,,,,,,,2020
Star Wars: 1313,Misc,PS3,LucasArts,Unknown,,,,,,,,,2020
Star Wars: 1313,Misc,PC,LucasArts,Unknown,,,,,,,,,2020
Star Wars: Assault Team,Misc,And,LucasArts,Unknown,,,,,,,,,2014
Star Wars: Commander,Strategy,And,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,2015
Star Wars: The Force Unleashed II,Action,XBL,LucasArts,LucasArts,6.3,,,,,,,,2011
Star Wars: The Force Unleashed II - Endor Bonus Mission,Action,PC,LucasArts,LucasArts,,,,,,,,,2011
Star Wars: Tiny Death Star,Misc,And,LucasArts,Unknown,,,,,,,,,2013
Steel Diver: Sub Wars,Action,3DS,Nintendo,Nintendo EAD,,,,,,,,,2014
Steep,Sports,PC,Ubisoft,Ubisoft Annecy,,,,,,,,,2016
Street Fighter Alpha 2,Misc,WiiU,Capcom,Unknown,,,,,,,,,2014
Street Fighter Alpha Anthology,Misc,X360,Capcom,Unknown,,,,,,,,,2012
Street Fighter Alpha Anthology,Misc,PS3,Capcom,Unknown,,,,,,,,,2012
Street Fighter III: 3rd Strike Online Edition,Fighting,XBL,Capcom,Capcom,9.3,,,,,,,,2011
Street Fighter III: 3rd Strike Online Edition,Fighting,PSN,Capcom,Capcom,8.5,,,,,,,,2011
Streets of Rage,Action,PC,Sega,Sega,,,,,,,,,2011
Streets of Rage 2,Misc,PC,Sega,Unknown,,,,,,,,,2011
Streets of Rage 3,Misc,PC,Sega,Unknown,,,,,,,,,2012
Streets of Rage II,Action,PC,Sega,Sega,,,,,,,,,2011
Streets of Rage II,Action,PSN,Sega,Sega,,,,,,,,,2011
Stretchmo,Puzzle,3DS,Nintendo,Intelligent Systems,,,,,,,,,2015
Strider,Platform,VC,Sega,Sega,,,,,,,,,2011
Strider (2014),Platform,PS4,Capcom,Double Helix Games,,,,,,,,,2014
Strider (2014),Platform,X360,Capcom,Double Helix Games,,,,,,,,,2014
Super Mario Bros.,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2013
Super Mario Bros.,Misc,3DS,Nintendo,Unknown,,,,,,,,,2012
Super Mario Bros. 3,Misc,3DS,Nintendo,Unknown,,,,,,,,,2014
Super Mario Bros. 3,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
Super Mario Bros.: The Lost Levels,Misc,3DS,Nintendo,Unknown,,,,,,,,,2012
Super Mario Land,Platform,3DS,Nintendo,Nintendo R&D1,7.5,,,,,,,,2011
Super Mario Run,Action,iOS,Nintendo,Nintendo,,,,,,,,,2016
Super Mario World 2: Yoshi's Island,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
Super Monkey Ball Bounce,Misc,And,Sega,Unknown,,,,,,,,,2014
Super Punch-Out!!,Sports,3DS,Nintendo,Nintendo IRD,,,,,,,,,2016
Super Stardust Delta,Action,PSV,Sony Computer Entertainment,SCEA,,,,,,,,,2012
Super Street Fighter IV,Fighting,XBL,Capcom,Capcom / Dimps Corporation,,,,,,,,,2011
Super Street Fighter IV: Arcade Edition,Fighting,XBL,Capcom,Capcom / Dimps Corporation,,,,,,,,,2011
Super Street Fighter IV: Arcade Edition,Fighting,PSN,Capcom,Capcom / Dimps Corporation,,,,,,,,,2011
Tactics Ogre: Let Us Cling Together,Role-Playing,PSN,Square Enix,Square Enix,,,,,,,,,2011
Tales of Phantasia (GBA),Misc,PC,Ubisoft,Unknown,,,,,,,,,2014
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,PC,Activision,PlatinumGames,,,,,,,,,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,Misc,PS3,Activision,Unknown,,,,,,,,,2014
Teenage Mutant Ninja Turtles: Out of the Shadows,Misc,PC,Activision,Unknown,,,,,,,,,2013
Tekken,Fighting,PSN,Sony Computer Entertainment,Namco,,,,,,,,,2011
Tembo the Badass Elephant,Platform,XOne,Sega,Game Freak,,,,,,,,,2015
Tembo the Badass Elephant,Platform,PS4,Sega,Game Freak,,,,,,,,,2015
Tembo the Badass Elephant,Platform,PC,Sega,Game Freak,,,,,,,,,2015
Tennis,Sports,3DS,Nintendo,Intelligent Systems,,,,,,,,,2011
Tetris,Puzzle,PSN,Electronic Arts,Electronic Arts,7.5,,,,,,,,2011
Tetris Ultimate,Puzzle,XOne,Ubisoft,Ubisoft Montreal,,,,,,,,,2014
Tetris Ultimate,Puzzle,PS4,Ubisoft,Ubisoft Montreal,,,,,,,,,2014
Tetris Ultimate,Puzzle,PC,Ubisoft,Ubisoft Montreal,,,,,,,,,2015
The 3rd Birthday,Role-Playing,PSN,Square Enix,HexaDrive,7,,,,,,,,2011
The Amazing Spider-Man (2012),Action-Adventure,And,Activision,Gameloft,,,,,,,,,2012
The Band of Thieves & 1000 Pokemon,Misc,3DS,Nintendo,Marvelous,,,,,,,,,2014
The Cave,Misc,X360,Sega,Unknown,,,,,,,,,2013
The Cave,Misc,PS3,Sega,Unknown,,,,,,,,,2012
The Chronicles of Riddick: Assault on Dark Athena,Shooter,XBL,Atari,Starbreeze Studios AB,,,,,,,,,2011
The Crew 2,Racing,PC,Ubisoft,Ivory Tower,,,,,,,,,2018
The Elder Scrolls Anthology,Action,PC,Bethesda Softworks,Unknown,,,,,,,,,2013
The Elder Scrolls Online,MMO,OSX,Bethesda Softworks,Bethesda Game Studios,,,,,,,,,2014
The Elder Scrolls: Legends,Strategy,PC,Bethesda Softworks,Bethesda Softworks,,,,,,,,,2017
The Fancy Pants Adventures,Platform,PSN,Electronic Arts,Over The Top Games,7.2,,,,,,,,2011
The Fancy Pants Adventures,Platform,XBL,Electronic Arts,Over The Top Games,7.1,,,,,,,,2011
The Hip Hop Dance Experience,Misc,X360,Ubisoft,Unknown,,,,,,,,,2012
The Hungry Horde,Action,PSV,Sony Computer Entertainment,Nosebleed Interactive,,,,,,,,,2014
The Last Remnant,Role-Playing,PS3,Square Enix,Square Enix,,,,,,,,,2019
The Legend of Korra (2014),Action,XOne,Activision,PlatinumGames,,,,,,,,,2014
The Legend of Korra (2014),Action,X360,Activision,PlatinumGames,,,,,,,,,2014
The Legend of Korra (2014),Action,PS4,Activision,PlatinumGames,,,,,,,,,2014
The Legend of Korra (2014),Action,PS3,Activision,PlatinumGames,,,,,,,,,2014
The Legend of Korra (2014),Action,PC,Activision,PlatinumGames,,,,,,,,,2014
The Legend of Zelda: Four Swords Anniversary Edition,Adventure,DSiW,Nintendo,Nintendo,9,,,,,,,,2011
The Legend of Zelda: Link's Awakening DX,Adventure,3DS,Nintendo,Nintendo EAD,,,,,,,,,2011
The Legend of Zelda: The Minish Cap,Misc,WiiU,Nintendo,Unknown,,,,,,,,,2014
The Legend of Zelda: The Minish Cap,Misc,3DS,Nintendo,Unknown,,,,,,,,,2011
The Lego Ninjago Movie Videogame,Action,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,,,,,2017
The Mysterious Murasame Castle,Action,3DS,Nintendo,Nintendo EAD,,,,,,,,,2014
The Sims 3: Pets,Misc,And,Electronic Arts,Unknown,,,,,,,,,2011
The Sims 3: Showtime,Misc,3DS,Electronic Arts,Unknown,,,,,,,,,2011
The Sims 4,Misc,OSX,Electronic Arts,Unknown,,,,,,,,,2015
The Sims 4: Cool Kitchen Stuff,Simulation,PC,Electronic Arts,Unknown,,,,,,,,,2015
The Sims 4: Get to Work,Simulation,PC,Electronic Arts,Unknown,,,,,,,,,2015
The Sims 4: Outdoor Retreat,Simulation,PC,Electronic Arts,Unknown,,,,,,,,,2015
The Sims 4: Perfect Patio Stuff,Action,PC,Electronic Arts,Unknown,,,,,,,,,2015
The Sims 4: Spooky Stuff,Simulation,PC,Electronic Arts,Unknown,,,,,,,,,2015
The Sims FreePlay,Misc,And,Electronic Arts,Unknown,,,,,,,,,2012
The Smurfs,Adventure,Wii,Ubisoft,Ubisoft,,,,,,,,,2011
The Trash Pack,Misc,DS,Activision,Unknown,,,,,,,,,2012
The Trash Pack,Misc,3DS,Activision,Unknown,,,,,,,,,2012
The UnderGarden,Puzzle,PSN,Atari,Vitamin G Studios,6,,,,,,,,2011
The Unfinished Swan,Misc,PS3,Sony Computer Entertainment,Unknown,,,,,,,,,2012
The Unfinished Swan,Adventure,PSV,Sony Computer Entertainment,Idol Minds Digital Entertainment,,,,,,,,,2014
The Unfinished Swan,Adventure,PS4,Sony Computer Entertainment,Idol Minds Digital Entertainment,,,,,,,,,2014
The Walking Dead: Survival Instinct,Shooter,PC,Activision,Terminal Reality,,,,,,,,,2013
The Warriors,Misc,PS3,Rockstar Games,Unknown,,,,,,,,,2013
Theatrhythm Final Fantasy: All-Star Festival,Misc,Arc,Square Enix,Square Enix,,,,,,,,,2020
Threads of Fate,Role-Playing,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,2011
Tiger Woods PGA Tour 12: The Masters,Sports,PC,EA Sports,Electronic Arts,,,,,,,,,2011
ToeJam & Earl (Genesis),Action,PC,Sega,Sega,,,,,,,,,2011
ToeJam & Earl in Panic on Funkotron,Platform,PC,Sega,Sega,,,,,,,,,2011
Tom Clancy's Ghost Recon: Future Soldier,Shooter,DS,Ubisoft,Ubisoft Paris,,,,,,,,,2012
Tom Clancy's Ghost Recon: Future Soldier,Shooter,PSP,Ubisoft,Ubisoft Paris,,,,,,,,,2012
Tom Clancy's Rainbow 6: Patriots,Shooter,PC,Ubisoft,Ubisoft Montreal,,,,,,,,,2014
Tom Clancy's Rainbow 6: Patriots,Shooter,PS3,Ubisoft,Ubisoft Montreal,,,,,,,,,2014
Tom Clancy's Rainbow 6: Patriots,Shooter,X360,Ubisoft,Ubisoft Montreal,,,,,,,,,2014
Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon Advanced Warfighter 2 Double Pack,Misc,PS3,Ubisoft,Unknown,,,,,,,,,2012
Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon Advanced Warfighter 2 Double Pack,Misc,X360,Ubisoft,Unknown,,,,,,,,,2012
Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon AW,Misc,WiiU,Ubisoft,Unknown,,,,,,,,,2020
Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon AW,Misc,PC,Ubisoft,Unknown,,,,,,,,,2012
Tom Clancy's Rainbow Six: Patriots,Shooter,PC,Ubisoft,Ubisoft,,,,,,,,,2014
Tom Clancy's Rainbow Six: Vegas 2,Shooter,PSN,Ubisoft,Ubisoft Montreal,,,,,,,,,2011
Tom Clancy's Splinter Cell Chaos Theory HD,Action,PSN,Ubisoft,Ubisoft,,,,,,,,,2011
Tom Clancy's Splinter Cell Double Agent / Rainbow Six Vegas Double Pack,Misc,PS3,Ubisoft,Unknown,,,,,,,,,2012
Tom Clancy's Splinter Cell Double Agent / Rainbow Six Vegas Double Pack,Misc,X360,Ubisoft,Unknown,,,,,,,,,2012
Tom Clancy's Splinter Cell HD,Action,PSN,Ubisoft,Ubisoft,,,,,,,,,2011
Tom Clancy's Splinter Cell: Pandora Tomorrow HD,Action,PSN,Ubisoft,Ubisoft,,,,,,,,,2011
Tony Hawk's Shred Session,Misc,And,Activision,Unknown,,,,,,,,,2014
Top Darts,Sports,PSV,Sony Computer Entertainment,Devil's Details,,,,,,,,,2012
Top Shot: Dinosaur Hunter,Shooter,Wii,Activision,Activision,,,,,,,,,2011
Total War: Attila,Strategy,Linux,Sega,Creative Assembly,,,,,,,,,2016
Total War: Attila,Strategy,OSX,Sega,Creative Assembly,,,,,,,,,2016
Total War: WARHAMMER,Strategy,OSX,Sega,Creative Assembly,,,,,,,,,2016
Toy Soldiers: War Chest,Action,PC,Ubisoft,Signal Studios,,,,,,,,,2015
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,PSN,Sony Computer Entertainment,Traveller's Tales,,,,,,,,,2011
TrackMania 2: Canyon,Racing,PC,Ubisoft,Nadeo,8.3,,,,,,,,2011
TrackMania Stadium,Misc,PC,Ubisoft,Unknown,,,,,,,,,2013
TrackMania Valley,Misc,PC,Ubisoft,Unknown,,,,,,,,,2013
Transformer: Rise of the Dark Spark,Shooter,PC,Activision,Edge of Reality,,,,,,,,,2015
Transformers: Prime,Fighting,DS,Activision,Altron,,,,,,,,,2012
Transformers: Revenge of the Fallen,Action,XBL,Activision,Luxoflux Corp.,,,,,,,,,2011
Transformers: The Game,Action,XBL,Activision,Traveller's Tales,,,,,,,,,2011
Triad Wars,Action,PC,Square Enix,United Front Games,,,,,,,,,2016
Trials Evolution,Misc,PC,Ubisoft,Unknown,,,,,,,,,2013
Trials Frontier,Misc,And,Ubisoft,Unknown,,,,,,,,,2014
Trials Fusion,Misc,X360,Ubisoft,Unknown,,,,,,,,,2015
Trials HD,Misc,PC,Ubisoft,Unknown,,,,,,,,,2013
Tsumiki BLOQ,Misc,PS3,Sony Computer Entertainment,Supermassive Games Ltd.,,,,,,,,,2011
Twisted Metal,Racing,PSN,Sony Computer Entertainment,SingleTrac,,,,,,,,,2011
Uncharted Dual Pack,Shooter,PS3,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2011
UNCHARTED: Fortune Hunter,Puzzle,iOS,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,2016
Under Night In-Birth,Fighting,Arc,Sega,Ecole Software,,,,,,,,,2012
Unravel,Platform,XOne,Electronic Arts,ColdWood Interactive,,,,,,,,,2016
Unravel,Platform,PS4,Electronic Arts,ColdWood Interactive,,,,,,,,,2016
Unravel,Platform,PC,Electronic Arts,ColdWood Interactive,,,,,,,,,2016
Vagrant Story,Role-Playing,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,2011
